行政区,楼名称及栋号,三级转移登记时间
罗湖,翡翠园山湖居二期D栋,2016/4/7
罗湖,名骏豪庭骏禧阁,2016/4/7
罗湖,嘉宝田花园宝珍阁(EA),2016/4/7
罗湖,嘉宝田花园宝珍阁(EA),2016/4/7
罗湖,金城华庭8栋,2016/4/7
罗湖,金鼎大厦A栋,2016/4/7
罗湖,南方证券大厦C栋,2016/4/7
罗湖,碧岭华庭1号楼,2016/4/7
罗湖,崇德雍翠华府御雅阁,2016/4/7
罗湖,蕙兰雅居1栋,2016/4/7
罗湖,城市天地广场D座,2016/4/7
罗湖,海洋大厦,2016/4/7
罗湖,集建国际名园A座,2016/4/7
罗湖,金色年华家园3座,2016/4/7
罗湖,百仕达花园（四期西区）8栋,2016/4/7
福田,赛格工业区102栋,2016/4/7
福田,赛格工业区102栋,2016/4/7
福田,福莲花园2栋(福泉阁),2016/4/7
福田,园岭新村36栋,2016/4/7
福田,福星花园福怡阁,2016/4/7
福田,华轩大厦,2016/4/7
福田,皇洲花园皇星阁,2016/4/7
福田,南天大厦第6栋,2016/4/7
福田,彩虹新都彩霞阁,2016/4/7
福田,福源大厦3栋,2016/4/7
福田,新洲花园2栋,2016/4/7
福田,梅林华天公寓,2016/4/7
福田,桑达新村6栋,2016/4/7
福田,鹏盛村高层公寓2栋,2016/4/7
福田,鹏盛村高层公寓4栋,2016/4/7
福田,鹏盛村高层公寓4栋,2016/4/7
福田,国皇大厦紫云阁,2016/4/7
福田,福民新村7栋,2016/4/7
福田,福民新村11栋,2016/4/7
福田,先科花园3栋,2016/4/7
福田,业城阁,2016/4/7
福田,缔梦园丽梦轩,2016/4/7
福田,天泽花园天信苑,2016/4/7
福田,赛格绿茵阁1栋,2016/4/7
福田,裕亨花园高层,2016/4/7
福田,星河雅居,2016/4/7
福田,黄埔雅苑翠悠园3A-6栋,2016/4/7
福田,共和世家碧云轩,2016/4/7
福田,百花园（一期）牡丹阁,2016/4/7
福田,雅云轩,2016/4/7
福田,彩福大厦,2016/4/7
福田,泰然泰康轩,2016/4/7
福田,圆龙园1栋,2016/4/7
福田,金海丽名居A座,2016/4/7
福田,金地海景花园E区35栋,2016/4/7
福田,皇达东方雅苑5栋,2016/4/7
福田,华泰香逸名园华逸阁,2016/4/7
福田,玮鹏花园4栋,2016/4/7
福田,港田华园B座,2016/4/7
福田,俊景豪园1栋,2016/4/7
福田,皇庭彩园第一栋,2016/4/7
福田,皇庭彩园第三栋,2016/4/7
福田,动力公司综合楼11栋,2016/4/7
福田,振业翠海花园C1栋,2016/4/7
福田,黄埔雅苑骏悠园1座,2016/4/7
福田,黄埔雅苑骏悠园2座,2016/4/7
福田,金港豪庭B座,2016/4/7
福田,青海大厦,2016/4/7
福田,雅颂居第7座,2016/4/7
福田,金茂礼都B栋,2016/4/7
福田,盛世家园（二期）乙栋3号楼,2016/4/7
福田,晨晖家园1座,2016/4/7
福田,香诗美林花园2栋,2016/4/7
福田,发展兴苑1号楼（海棠阁）,2016/4/7
福田,星座大厦,2016/4/7
南山,海晖大厦金山阁,2016/4/7
南山,半岛花园A区4栋,2016/4/7
南山,翠薇园住宅楼17栋,2016/4/7
南山,月亮湾花园25栋,2016/4/7
南山,桃苑单身宿舍D栋,2016/4/7
南山,深华园B栋,2016/4/7
南山,龙城花园12栋(原南油A区41栋),2016/4/7
南山,龟山花园别墅B-4栋,2016/4/7
南山,荔园住宅楼1栋,2016/4/7
南山,新浩城花园4栋,2016/4/7
南山,桂园住宅楼二区16栋,2016/4/7
南山,桂园住宅楼二区17栋,2016/4/7
南山,麻雀岭3号住宅楼,2016/4/7
南山,怡园大厦怡涛阁,2016/4/7
南山,锦绣花园多层A栋,2016/4/7
南山,京光海景花园B栋,2016/4/7
南山,华侨城锦绣花园B栋,2016/4/7
南山,海文花园1栋,2016/4/7
南山,星海名城组团五第7栋,2016/4/7
南山,南贸综合市场,2016/4/7
南山,艺华花园2栋,2016/4/7
南山,阳光荔景E1-E2,2016/4/7
南山,鸿瑞花园瑞丰阁,2016/4/7
南山,朗景园F栋,2016/4/7
南山,阳光海景豪苑B座,2016/4/7
南山,心语家园,2016/4/7
南山,碧海云天小区一期2号楼,2016/4/7
南山,星海名城二期七组团10-12栋,2016/4/7
南山,星海名城二期七组团10-12栋,2016/4/7
南山,蔚蓝海岸社区三期32栋,2016/4/7
南山,深圳湾锦缎之滨第5-6栋,2016/4/7
南山,金海岸大厦,2016/4/7
南山,红树东方家园15栋(碧海云天二期),2016/4/7
南山,桃源村93栋,2016/4/7
南山,东帝海景家园2栋,2016/4/7
南山,瑞铧苑,2016/4/7
南山,海怡东方花园6栋,2016/4/7
南山,英达.钰龙园A栋,2016/4/7
南山,国际市长交流中心,2016/4/7
南山,星海名城三期T7栋,2016/4/7
南山,鼎太风华社区六栋,2016/4/7
南山,中爱花园公寓,2016/4/7
南山,滨海之窗花园2栋,2016/4/7
南山,海月花园（三期）6栋,2016/4/7
宝安,华侨花园华侨楼五座,2016/4/7
宝安,怡合花园二栋,2016/4/7
宝安,三十三区商住楼03B栋,2016/4/7
宝安,福景花园一栋,2016/4/7
宝安,福景花园二栋,2016/4/7
宝安,玉华花园玉粦阁,2016/4/7
宝安,湖景居一栋,2016/4/7
宝安,华富小区华富超市楼A栋,2016/4/7
宝安,华源大厦B栋,2016/4/7
宝安,嘉华花园东区(1)C栋,2016/4/7
宝安,泰华豪园第一栋,2016/4/7
宝安,立新湖花园金丽阁V栋,2016/4/7
宝安,美丽家园北区5、6栋,2016/4/7
宝安,风和日丽花园A栋,2016/4/7
宝安,丽景城3栋,2016/4/7
宝安,美丽365第J1栋,2016/4/7
宝安,丽景城6栋,2016/4/7
宝安,青春庭园1栋,2016/4/7
宝安,冠城世家5栋,2016/4/7
宝安,天欣花园3栋,2016/4/7
宝安,新阳丽舍1栋,2016/4/7
宝安,新阳丽舍1栋,2016/4/7
宝安,白金酒店公寓1栋,2016/4/7
宝安,富通*好旺角1栋,2016/4/7
宝安,宏发*雍景城A栋,2016/4/7
宝安,泰华*俊庭(1栋),2016/4/7
宝安,深业*新岸线2栋,2016/4/7
宝安,深业*新岸线2栋,2016/4/7
宝安,幸福海岸3栋,2016/4/7
宝安,金成时代家园1栋,2016/4/7
宝安,天悦龙庭B栋,2016/4/7
宝安,潜龙*鑫茂花园A区6栋,2016/4/7
宝安,桃源盛景园1栋,2016/4/7
宝安,桃源盛景园4栋,2016/4/7
宝安,青年城邦园2栋,2016/4/7
宝安,青年城邦园4栋,2016/4/7
宝安,中航格澜阳光花园2栋,2016/4/7
宝安,中航格澜阳光花园10栋,2016/4/7
宝安,西岸观邸花园3栋,2016/4/7
宝安,碧水龙庭2栋,2016/4/7
宝安,白金假日公寓1栋,2016/4/7
宝安,城市明珠花园21栋,2016/4/7
宝安,宏发领域花园5栋,2016/4/7
宝安,碧海富通城5栋,2016/4/7
宝安,东华明珠园2栋,2016/4/7
宝安,星河丹堤花园F区2栋,2016/4/7
宝安,丹枫雅苑1栋,2016/4/7
宝安,阳光海湾花园14栋,2016/4/7
宝安,碧海富通城8栋,2016/4/7
宝安,深业*新岸线13栋,2016/4/7
宝安,西城品阁商住楼,2016/4/7
宝安,西城品阁商住楼,2016/4/7
宝安,招商华侨城曦城J2栋,2016/4/7
宝安,金海华府1栋,2016/4/7
宝安,金港华庭1栋,2016/4/7
宝安,金港华庭1栋,2016/4/7
宝安,金地梅陇镇花园18栋,2016/4/7
宝安,金地梅陇镇花园17栋,2016/4/7
宝安,海语西湾花园1栋,2016/4/7
宝安,凤凰雅居1栋,2016/4/7
宝安,中海西岸华府（南区）4栋,2016/4/7
龙岗,茂业城怡兴楼,2016/4/7
龙岗,茂业城怡泰楼,2016/4/7
龙岗,茂业城花园大厦,2016/4/7
龙岗,丽湖花园1栋湖景阁,2016/4/7
龙岗,荣超花园1栋,2016/4/7
龙岗,国展苑3号楼(国兴台),2016/4/7
龙岗,泓瀚苑24栋,2016/4/7
龙岗,国展苑七号楼（国安台）,2016/4/7
龙岗,中房怡芬花园C栋,2016/4/7
龙岗,丽湖花园16栋湖澜阁,2016/4/7
龙岗,丽湖花园15栋湖轩阁,2016/4/7
龙岗,东方半岛花园1栋,2016/4/7
龙岗,丽湖花园6栋湖美阁,2016/4/7
龙岗,东方半岛花园B区1栋,2016/4/7
龙岗,中海怡翠山庄31栋,2016/4/7
龙岗,万隆苑A栋,2016/4/7
龙岗,龙珠花园明珠苑2栋,2016/4/7
龙岗,中城康桥花园二期19栋,2016/4/7
龙岗,南景豪庭,2016/4/7
龙岗,宝丽苑,2016/4/7
龙岗,横岗城市中心花园3栋,2016/4/7
龙岗,百合星城A-C栋,2016/4/7
龙岗,东都花园二区D栋,2016/4/7
龙岗,紫薇苑二期7#楼,2016/4/7
龙岗,楚丰广场2栋,2016/4/7
龙岗,楚丰广场2栋,2016/4/7
龙岗,理想家园5栋,2016/4/7
龙岗,水晶之城商业C段,2016/4/7
龙岗,桂芳园六期26栋,2016/4/7
龙岗,桂芳园六期26栋,2016/4/7
龙岗,怡美山庄4栋,2016/4/7
龙岗,百合星城百合酒店及住宅楼,2016/4/7
龙岗,可园二期7号楼,2016/4/7
龙岗,信和爱琴居,2016/4/7
龙岗,英郡年华花园4栋,2016/4/7
龙岗,桂芳园(八期)31号楼,2016/4/7
龙岗,怡康家园A栋,2016/4/7
龙岗,锦绣东方花园绣府,2016/4/7
龙岗,翠峰丽景3号楼,2016/4/7
龙岗,龙城国际花园3号楼,2016/4/7
龙岗,悦城花园(二期)20号楼,2016/4/7
龙岗,慢城三期18号楼,2016/4/7
龙岗,君悦龙庭一期9栋,2016/4/7
龙岗,景和园5号楼,2016/4/7
龙岗,欧景花园（三期）10号楼,2016/4/7
龙岗,中海康城花园A区1-3栋,2016/4/7
盐田,轻工宿舍,2016/4/7
盐田,沙头角东部阳光D栋,2016/4/7
盐田,天利明园,2016/4/7
罗湖,梧桐合正锦园2栋,2016/4/7
福田,花好园A-1座,2016/4/7
南山,漾日湾畔1座,2016/4/7
南山,天鹅堡（二期）R栋,2016/4/7
罗湖,阳光新干线家园A座,2016/4/7
罗湖,阳光新干线家园B座,2016/4/7
福田,香域中央花园1栋,2016/4/7
福田,尚书苑尚礼府,2016/4/7
福田,御景华城花园1栋B座,2016/4/7
福田,御景华城花园6栋,2016/4/7
罗湖,联城美园秀美阁,2016/4/7
罗湖,银晖名居住宅,2016/4/7
罗湖,银晖名居住宅,2016/4/7
罗湖,银晖名居住宅,2016/4/7
罗湖,银晖名居住宅,2016/4/7
南山,星海名城五期1单元,2016/4/7
福田,五洲星苑C栋,2016/4/7
南山,金色海琴苑,2016/4/7
南山,蛇口花园城三期20栋,2016/4/7
南山,蛇口花园城三期9栋,2016/4/7
盐田,云顶天海花园3号楼,2016/4/7
南山,半岛城邦花园一期5栋,2016/4/7
南山,半岛城邦花园一期5栋,2016/4/7
福田,星河世纪大厦B栋,2016/4/7
福田,香蜜湖水榭花都(三期)鸣翠居2栋,2016/4/7
罗湖,丰湖大厦丰华阁,2016/4/7
罗湖,丰湖大厦丰泽阁,2016/4/7
福田,祥云天都世纪大厦,2016/4/7
南山,名家富居6栋,2016/4/7
盐田,泊岸雅苑,2016/4/7
福田,丽港湾-丽庭阁,2016/4/7
福田,自由港湾公寓C栋,2016/4/7
福田,帝港海湾豪园AB栋,2016/4/7
南山,半山海景.兰溪谷(二期)3B栋,2016/4/7
福田,香蜜湖第一生态苑3栋,2016/4/7
罗湖,合正锦湖逸园3座,2016/4/7
福田,嘉鑫阳光雅居A座,2016/4/7
南山,南光城市花园1栋,2016/4/7
南山,纯水岸（七期）1栋,2016/4/7
南山,桃源村三期3栋,2016/4/7
南山,鼎太风华社区七期21座,2016/4/7
南山,四海公寓,2016/4/7
南山,四海公寓,2016/4/7
龙岗,盛龙花园二期11号楼,2016/4/7
龙岗,盛龙花园二期10号楼,2016/4/7
南山,阳光花地苑C座,2016/4/7
龙岗,大山地花园41栋,2016/4/7
罗湖,安业馨园A栋,2016/4/7
宝安,招商澜园2#,2016/4/7
南山,太古城花园（南区）,2016/4/7
宝安,宝田雅苑,2016/4/7
宝安,宝田雅苑,2016/4/7
福田,龙溪花园21栋,2016/4/7
南山,香山里花园（一期）3栋,2016/4/7
南山,香山里花园（一期）3栋,2016/4/7
宝安,畔山御景花园5栋,2016/4/7
南山,鸿威海怡湾畔花园,2016/4/7
宝安,水榭春天花园1栋,2016/4/7
宝安,水榭春天花园1栋,2016/4/7
宝安,花样年花郡家园,2016/4/7
宝安,招商华侨城曦城S4栋,2016/4/7
南山,向南瑞峰花园1栋,2016/4/7
福田,深福保经济适用房2栋,2016/4/7
福田,深福保经济适用房1栋,2016/4/7
罗湖,颖隆大厦,2016/4/7
宝安,观湖园E34栋,2016/4/7
罗湖,兰亭国际公寓1座,2016/4/7
宝安,水榭春天花园3栋,2016/4/7
南山,纯水岸（九期）1栋,2016/4/7
龙岗,东方瑞景苑商住楼,2016/4/7
福田,龙轩豪庭,2016/4/7
宝安,潜龙曼海宁花园（南区）1栋,2016/4/7
宝安,潜龙曼海宁花园（南区）4栋,2016/4/7
龙岗,中海康城花园D区15栋,2016/4/7
龙岗,中海康城花园D区20栋,2016/4/7
南山,大南山紫园D栋,2016/4/7
龙岗,海轩广场1-3座,2016/4/7
宝安,招商观园7栋,2016/4/7
龙岗,深业紫麟山花园H3栋,2016/4/7
宝安,城市阳光花园,2016/4/7
龙岗,东方沁园二期4栋,2016/4/7
宝安,水榭春天花园（三期）8-12#楼,2016/4/7
南山,香山里花园（二期）7栋,2016/4/7
宝安,魅力时代花园1栋,2016/4/7
南山,泛海拉菲花园（二期）1栋,2016/4/7
福田,健君园6号楼,2016/4/7
宝安,海雅广场1栋,2016/4/7
宝安,万科金色领域花园（三期）4栋,2016/4/7
宝安,万科金色领域花园（三期）4栋,2016/4/7
宝安,华盛新沙荟名庭（一期）1栋,2016/4/7
宝安,宏发上域花园1#楼,2016/4/7
南山,伍兹公寓3栋,2016/4/7
宝安,莱蒙春天花园（A818-0445）1-5栋,2016/4/7
龙岗,保利上城花园7、8栋,2016/4/7
南山,香格名苑A栋,2016/4/7
宝安,星河盛世花园（二期）,2016/4/7
宝安,幸福海岸11栋,2016/4/7
宝安,幸福海岸11栋,2016/4/7
龙岗,悦城花园三期21栋,2016/4/7
宝安,领航里程花园13栋,2016/4/7
龙岗,瑞泽佳园二期6栋,2016/4/7
龙岗,嘉宏湾花园二期5号楼,2016/4/7
宝安,中熙香缤山花园4栋,2016/4/7
南山,栖游家园5号楼,2016/4/7
南山,栖游家园5号楼,2016/4/7
龙岗,鸿威鸿景华庭5栋,2016/4/7
宝安,尖岗山名苑B23栋,2016/4/7
龙岗,熙璟城豪苑1栋,2016/4/7
龙岗,金汐府3栋,2016/4/7
宝安,懿花园C4栋,2016/4/7
宝安,幸福城润园三期13栋,2016/4/7
宝安,幸福城润园三期12栋,2016/4/7
罗湖,高嘉花园高群楼7栋,2016/4/8
罗湖,东乐花园24A栋,2016/4/8
罗湖,翠竹苑60栋,2016/4/8
罗湖,碧波花园23栋,2016/4/8
罗湖,海富花园富明阁,2016/4/8
罗湖,德兴大厦1栋,2016/4/8
罗湖,德兴大厦2栋,2016/4/8
罗湖,海丽大厦丽都阁,2016/4/8
罗湖,翠竹苑翠菊楼,2016/4/8
罗湖,布心单身宿舍楼10栋,2016/4/8
罗湖,佳宁娜友谊广场C座,2016/4/8
罗湖,同乐大厦同德阁,2016/4/8
罗湖,云峰花园晓峰阁,2016/4/8
罗湖,柏丽花园1栋,2016/4/8
罗湖,新秀村27栋,2016/4/8
罗湖,富达花园5号楼,2016/4/8
罗湖,时尚新居1栋,2016/4/8
罗湖,长丰苑曼域轩(主楼),2016/4/8
罗湖,都市名园名庭阁C栋,2016/4/8
罗湖,旭飞华天苑A栋,2016/4/8
罗湖,骏庭名园,2016/4/8
罗湖,集浩大厦,2016/4/8
罗湖,环岛丽园丽来阁,2016/4/8
罗湖,环岛丽园丽来阁,2016/4/8
罗湖,彩世界家园3栋,2016/4/8
罗湖,旭飞华达园九州阁,2016/4/8
罗湖,桐景花园愉景阁,2016/4/8
罗湖,汇鑫花园汇锦阁,2016/4/8
罗湖,凯悦华庭,2016/4/8
罗湖,名骏豪庭骏禧阁,2016/4/8
罗湖,丹枫白露苑A座,2016/4/8
罗湖,冠懋金色都汇金好阁,2016/4/8
罗湖,仙桐御景家园1号楼(东座瑞景轩/西座雅景轩),2016/4/8
罗湖,世界金融中心C座,2016/4/8
罗湖,缤纷时代家园B栋,2016/4/8
罗湖,名豪居鸿安阁,2016/4/8
福田,桑达大厦,2016/4/8
福田,园岭花园翠华阁,2016/4/8
福田,华强住宅区11栋,2016/4/8
福田,园岭新村41栋,2016/4/8
福田,台湾花园大厦西座,2016/4/8
福田,长城大厦2栋,2016/4/8
福田,长城大厦2栋,2016/4/8
福田,美莲花园B2栋,2016/4/8
福田,莲花二村45栋,2016/4/8
福田,益田村05栋,2016/4/8
福田,南天大厦第5栋,2016/4/8
福田,航苑大厦西座,2016/4/8
福田,益田村52栋,2016/4/8
福田,长乐花园B座,2016/4/8
福田,景蜜村6栋,2016/4/8
福田,凯伦花园4栋,2016/4/8
福田,鹏基单身公寓55栋,2016/4/8
福田,鹏益花园6栋,2016/4/8
福田,住宅综合楼,2016/4/8
福田,汇龙花园6栋,2016/4/8
福田,东海花园福禄居16栋,2016/4/8
福田,振业翠海花园一期B区,2016/4/8
福田,碧华庭居1栋,2016/4/8
福田,彩福大厦,2016/4/8
福田,福田花园5栋,2016/4/8
福田,共和世家荟翠居,2016/4/8
福田,深业花园A4栋,2016/4/8
福田,城市绿洲花园6栋,2016/4/8
福田,瑞和园瑞馨阁,2016/4/8
福田,御庭园,2016/4/8
福田,彩天名苑,2016/4/8
福田,单身宿舍第04栋,2016/4/8
福田,金海丽名居B座,2016/4/8
福田,港城华庭3号塔楼,2016/4/8
福田,汇港名苑,2016/4/8
福田,汇港名苑,2016/4/8
福田,香榭里花园8号楼,2016/4/8
福田,金色家园三期11号楼,2016/4/8
福田,俊景豪园2栋,2016/4/8
福田,黄埔雅苑乐悠园1、2座,2016/4/8
福田,香荔绿洲7栋,2016/4/8
福田,凯丰花园A栋,2016/4/8
福田,擎天华庭擎天阁,2016/4/8
福田,玮鹏花园1号楼,2016/4/8
福田,皇御苑B区10栋,2016/4/8
福田,青海大厦,2016/4/8
福田,东方时代广场,2016/4/8
福田,皇庭世纪花园7号楼,2016/4/8
福田,皇庭世纪花园9号楼,2016/4/8
福田,金怡华庭2栋,2016/4/8
福田,泰然碧海红树园8号楼,2016/4/8
福田,阳光城市家园B座,2016/4/8
福田,星座大厦,2016/4/8
南山,愉康花园16栋,2016/4/8
南山,南油B区32栋,2016/4/8
南山,杜鹃阁,2016/4/8
南山,南油B区27栋,2016/4/8
南山,南玻花园C栋,2016/4/8
南山,科技工业园16栋,2016/4/8
南山,龙城花园大厦龙华阁,2016/4/8
南山,华采花园南山阁,2016/4/8
南山,月亮湾花园19栋,2016/4/8
南山,广物花园3栋,2016/4/8
南山,荔园新村西五栋,2016/4/8
南山,海景广场,2016/4/8
南山,水湾头B区住宅楼1栋,2016/4/8
南山,桂园住宅楼二区21栋,2016/4/8
南山,锦隆花园锦云阁,2016/4/8
南山,海典居1栋,2016/4/8
南山,跃华园,2016/4/8
南山,惠中名苑D栋（华风庭）,2016/4/8
南山,缤纷假日豪园A座,2016/4/8
南山,蛇口海欣花园二号楼,2016/4/8
南山,艺华花园2栋,2016/4/8
南山,东方美地苑第二栋,2016/4/8
南山,金麒麟花园G栋,2016/4/8
南山,世界花园海华居第5栋,2016/4/8
南山,阳光海景豪苑A座,2016/4/8
南山,阳光海景豪苑B座,2016/4/8
南山,海伴雅居A栋,2016/4/8
南山,蓝漪花园1号楼B座漪情阁,2016/4/8
南山,汇景花园,2016/4/8
南山,汇景花园,2016/4/8
南山,心语家园,2016/4/8
南山,蔚蓝海岸社区二期25栋,2016/4/8
南山,侨苑2-3栋,2016/4/8
南山,瑞景华庭,2016/4/8
南山,鼎太风华社区B栋,2016/4/8
南山,星海名城二期七组团10-12栋,2016/4/8
南山,海岸明珠园,2016/4/8
南山,港湾丽都花园,2016/4/8
南山,望海汇景苑,2016/4/8
南山,前海花园23、24栋,2016/4/8
南山,红树东方家园15栋(碧海云天二期),2016/4/8
南山,云海天城世家,2016/4/8
南山,汇宾广场二期汇绣阁,2016/4/8
南山,麒麟花园A区28栋,2016/4/8
南山,阳光棕榈园（三期）27栋,2016/4/8
南山,中润大厦,2016/4/8
南山,中润大厦,2016/4/8
南山,学城绿园9栋,2016/4/8
南山,深圳湾彩虹之岸12栋,2016/4/8
南山,新一代大厦,2016/4/8
南山,南头大厦,2016/4/8
南山,半山海景.兰溪谷6栋,2016/4/8
南山,城市印象家园1栋,2016/4/8
南山,滨海之窗花园3栋,2016/4/8
南山,世纪村六栋,2016/4/8
南山,滨海之窗花园2栋,2016/4/8
南山,滨福世纪广场,2016/4/8
宝安,新安湖花园新福村,2016/4/8
宝安,碧涛阁,2016/4/8
宝安,宝新花园A栋,2016/4/8
宝安,丰润花园E10栋,2016/4/8
宝安,龙腾花园龙华楼,2016/4/8
宝安,弘雅花园二期十三栋,2016/4/8
宝安,海滨城广场5栋,2016/4/8
宝安,海滨城广场10栋,2016/4/8
宝安,玉华花园玉粦阁,2016/4/8
宝安,金侨花园7栋,2016/4/8
宝安,福侨花园8栋,2016/4/8
宝安,金侨花园3栋,2016/4/8
宝安,潜龙花园二栋,2016/4/8
宝安,新安湖花园新文阁,2016/4/8
宝安,西乡物业商住大厦一栋,2016/4/8
宝安,泰华豪园九、十栋,2016/4/8
宝安,桃源居14区6栋,2016/4/8
宝安,乐景花园一栋,2016/4/8
宝安,美丽家园北区10栋,2016/4/8
宝安,富盈门花园D栋,2016/4/8
宝安,登科花园E座状元阁,2016/4/8
宝安,富通蟠龙居A栋,2016/4/8
宝安,天骄世家1栋,2016/4/8
宝安,馨园二期1栋,2016/4/8
宝安,丽景城8栋,2016/4/8
宝安,桃源居14区E栋,2016/4/8
宝安,锦绣江南C1栋,2016/4/8
宝安,天骄世家7栋,2016/4/8
宝安,桃源居三区Ⅱ栋,2016/4/8
宝安,锦绣清华园四区1栋,2016/4/8
宝安,世外桃源4栋,2016/4/8
宝安,富通*好旺角C栋,2016/4/8
宝安,苹果园1栋,2016/4/8
宝安,御龙居7栋,2016/4/8
宝安,银泉花园4栋,2016/4/8
宝安,银泉花园4栋,2016/4/8
宝安,安乐新苑（常富楼）,2016/4/8
宝安,鸿昌花园1栋,2016/4/8
宝安,新城市花园1栋,2016/4/8
宝安,世外桃源24栋,2016/4/8
宝安,建安新村5栋,2016/4/8
宝安,世纪春城（二期）11栋,2016/4/8
宝安,日出印象花园9栋,2016/4/8
宝安,都市翠海华苑1栋,2016/4/8
宝安,日出印象花园B区1栋,2016/4/8
宝安,泰华*俊庭(1栋),2016/4/8
宝安,豪业华庭B栋,2016/4/8
宝安,豪业华庭B栋,2016/4/8
宝安,宝豪华庭1栋,2016/4/8
宝安,城市明珠花园12栋,2016/4/8
宝安,兴华花园6栋,2016/4/8
宝安,香缤广场1栋,2016/4/8
宝安,锦绣江南Ⅳ栋,2016/4/8
宝安,潜龙*鑫茂花园A区5栋,2016/4/8
宝安,尚都花园1栋,2016/4/8
宝安,西城上筑花园2栋,2016/4/8
宝安,青年城邦园2栋,2016/4/8
宝安,春华四季园13栋,2016/4/8
宝安,中航格澜阳光花园3栋,2016/4/8
宝安,中航格澜阳光花园5栋,2016/4/8
宝安,碧水龙庭7栋,2016/4/8
宝安,白金假日公寓1栋,2016/4/8
宝安,白金假日公寓1栋,2016/4/8
宝安,深业*新岸线11栋,2016/4/8
宝安,碧海富通城5栋,2016/4/8
宝安,碧海富通城5栋,2016/4/8
宝安,金地梅陇镇花园9栋,2016/4/8
宝安,金地梅陇镇花园9栋,2016/4/8
宝安,桃源盛世园1#-6#楼,2016/4/8
宝安,星河丹堤花园F区2栋,2016/4/8
宝安,丹枫雅苑1栋,2016/4/8
宝安,丹枫雅苑1栋,2016/4/8
宝安,宝安海滨广场(三期)1栋,2016/4/8
宝安,宝安海滨广场(三期)1栋,2016/4/8
宝安,可乐园A栋,2016/4/8
宝安,碧水龙庭3栋,2016/4/8
宝安,阳光海湾花园1栋,2016/4/8
宝安,中海西岸华府12栋,2016/4/8
宝安,碧海富通城7栋,2016/4/8
宝安,深业*新岸线18栋,2016/4/8
宝安,西城品阁商住楼,2016/4/8
宝安,世纪春城四期2#楼,2016/4/8
宝安,世纪春城四期2#楼,2016/4/8
宝安,世纪春城四期5#楼,2016/4/8
宝安,金海华府1栋,2016/4/8
宝安,金港华庭1栋,2016/4/8
宝安,金石雅苑1-4栋,2016/4/8
宝安,阳光海湾花园29栋,2016/4/8
宝安,兴达华府1栋,2016/4/8
宝安,兴达华府1栋,2016/4/8
宝安,兴达华府1栋,2016/4/8
宝安,兴达华府1栋,2016/4/8
宝安,凤凰雅居1栋,2016/4/8
宝安,中海西岸华府（南区）6栋,2016/4/8
宝安,碧海富通城15栋,2016/4/8
龙岗,紫薇花园东15栋,2016/4/8
龙岗,爱地花园A1栋,2016/4/8
龙岗,茂业城花园大厦,2016/4/8
龙岗,国展苑3号楼(国兴台),2016/4/8
龙岗,龙泉别墅,2016/4/8
龙岗,荣超花园5栋,2016/4/8
龙岗,德兴城19栋,2016/4/8
龙岗,国展苑七号楼（国安台）,2016/4/8
龙岗,中海怡翠山庄8栋,2016/4/8
龙岗,加洲花园E栋,2016/4/8
龙岗,和通花园5栋,2016/4/8
龙岗,大世纪花园4栋,2016/4/8
龙岗,阳光花园B3栋,2016/4/8
龙岗,阳光花园B3栋,2016/4/8
龙岗,康达尔花园11栋,2016/4/8
龙岗,碧湖花园C栋,2016/4/8
龙岗,荣超花园19栋,2016/4/8
龙岗,中兆花园7栋(景庭轩),2016/4/8
龙岗,信义假日名城沁芳园H座,2016/4/8
龙岗,中城康桥花园D栋,2016/4/8
龙岗,茂业城帝景峰3栋,2016/4/8
龙岗,金运家园1栋,2016/4/8
龙岗,中翠花园第二座,2016/4/8
龙岗,水晶之城商业C段,2016/4/8
龙岗,桂芳园六期26栋,2016/4/8
龙岗,天健花园三期1号楼,2016/4/8
龙岗,美杜兰华庭,2016/4/8
龙岗,桂芳园(七期)30号楼,2016/4/8
龙岗,振业城3号楼,2016/4/8
龙岗,泰雅园3号楼,2016/4/8
龙岗,可园三期8号楼,2016/4/8
龙岗,东方御花园5号楼,2016/4/8
龙岗,信义假日名城逸翠园2号楼,2016/4/8
龙岗,振业城综合大楼,2016/4/8
龙岗,英郡年华花园2栋,2016/4/8
龙岗,怡康家园B栋,2016/4/8
龙岗,水岸新都7号楼,2016/4/8
龙岗,可园(五期)14号楼,2016/4/8
龙岗,可园(五期)14号楼,2016/4/8
龙岗,山翠居5号楼,2016/4/8
龙岗,水岸新都17号楼,2016/4/8
龙岗,可园(六期)16号楼,2016/4/8
龙岗,天健.现代城花园1栋,2016/4/8
龙岗,阳光花园18栋,2016/4/8
龙岗,第五园（三期）H3号楼,2016/4/8
龙岗,信义锦绣花园4号楼,2016/4/8
龙岗,中海大山地花园二期37栋,2016/4/8
龙岗,爱地花园二期2栋,2016/4/8
龙岗,悦城花园(二期)17号楼,2016/4/8
龙岗,悦城花园(二期)19号楼,2016/4/8
龙岗,鸿基花园三期3栋,2016/4/8
龙岗,龙园意境华府25号住宅,2016/4/8
龙岗,可园(七期)18号楼,2016/4/8
龙岗,可园(七期)18号楼,2016/4/8
龙岗,龙园意境华府十一区34栋,2016/4/8
龙岗,龙园意境华府十一区34栋,2016/4/8
龙岗,景和园5号楼,2016/4/8
