行政区,楼名称及栋号,三级转移登记时间
宝安,潜龙*鑫茂花园A区6栋,2016/2/2
宝安,金泓凯旋城8栋,2016/2/2
宝安,鸿隆广场1栋,2016/2/2
宝安,鸿隆广场1栋,2016/2/2
宝安,鸿隆广场1栋,2016/2/2
宝安,西城上筑花园3栋,2016/2/2
宝安,圣淘沙骏园2栋,2016/2/2
宝安,中航格澜阳光花园9栋,2016/2/2
宝安,碧海富通城A栋,2016/2/2
宝安,高发西岸花园1栋,2016/2/2
宝安,高发西岸花园1栋,2016/2/2
宝安,西岸观邸花园1栋,2016/2/2
宝安,绿海名居4号楼,2016/2/2
宝安,阳光新境园3栋,2016/2/2
宝安,春华四季园27栋,2016/2/2
宝安,春华四季园42栋,2016/2/2
宝安,宝安海滨广场(三期)1栋,2016/2/2
宝安,中海西岸华府12栋,2016/2/2
宝安,深业*新岸线18栋,2016/2/2
宝安,西城品阁商住楼,2016/2/2
宝安,世纪春城四期1#楼,2016/2/2
宝安,金港华庭1栋,2016/2/2
宝安,桃源盛景园28栋,2016/2/2
宝安,湾上六座花园1栋,2016/2/2
宝安,湾上六座花园7栋,2016/2/2
宝安,兴达华府1栋,2016/2/2
宝安,凤凰雅居1栋,2016/2/2
宝安,凤凰雅居1栋,2016/2/2
龙岗,爱地花园A1栋,2016/2/2
龙岗,富豪花园A7栋,2016/2/2
龙岗,丽湖花园丽华阁,2016/2/2
龙岗,龙珠花园龙珠阁、龙祥阁,2016/2/2
龙岗,茂业城怡泰楼,2016/2/2
龙岗,宏兴苑2栋,2016/2/2
龙岗,丽湖花园丽豪阁G栋,2016/2/2
龙岗,粤宝花园2栋,2016/2/2
龙岗,龙泉别墅,2016/2/2
龙岗,又一村花园D栋,2016/2/2
龙岗,德福花园德隆苑3栋,2016/2/2
龙岗,余岭山庄B栋,2016/2/2
龙岗,东方半岛花园7栋,2016/2/2
龙岗,德福花园德隆苑7栋,2016/2/2
龙岗,福园小区5栋,2016/2/2
龙岗,南岭花园18栋(福华阁),2016/2/2
龙岗,国都花园商住楼,2016/2/2
龙岗,加洲花园E栋,2016/2/2
龙岗,丽湖花园M栋丽荣阁,2016/2/2
龙岗,中兆花园3栋,2016/2/2
龙岗,阳光翠园3栋,2016/2/2
龙岗,茂业城帝景峰1栋,2016/2/2
龙岗,大世纪花园6栋,2016/2/2
龙岗,碧湖花园C栋,2016/2/2
龙岗,国展苑五号楼（国耀台）,2016/2/2
龙岗,龙珠花园明珠苑6栋,2016/2/2
龙岗,龙珠花园龙珠阁、龙祥阁,2016/2/2
龙岗,中城康桥花园E栋,2016/2/2
龙岗,桂芳园五期17栋(绿茵居),2016/2/2
龙岗,香林玫瑰花园松香阁,2016/2/2
龙岗,信义假日名城菁华园EF栋,2016/2/2
龙岗,康达尔花园19栋,2016/2/2
龙岗,欧意轩花园A栋,2016/2/2
龙岗,信和爱琴居,2016/2/2
龙岗,万科城二期B区15号楼,2016/2/2
龙岗,可园三期10号楼,2016/2/2
龙岗,信义假日名城逸翠园1号楼,2016/2/2
龙岗,英郡年华花园3栋,2016/2/2
龙岗,怡康家园B栋,2016/2/2
龙岗,鸿景春天花园三期三栋,2016/2/2
龙岗,新鸿花园12号楼,2016/2/2
龙岗,信义锦绣花园1号楼,2016/2/2
龙岗,信义锦绣花园1号楼,2016/2/2
龙岗,可园(五期)14号楼,2016/2/2
龙岗,志健时代广场,2016/2/2
龙岗,奥林华府3号楼,2016/2/2
龙岗,紫郡33号楼,2016/2/2
龙岗,阳光花园18栋,2016/2/2
龙岗,依山郡花园二期16栋,2016/2/2
龙岗,依山郡花园二期16栋,2016/2/2
龙岗,蓝钻风景花园8栋,2016/2/2
龙岗,东方盛世花园B栋,2016/2/2
龙岗,鸿基花园三期3栋,2016/2/2
龙岗,英郡年华花园二期8栋,2016/2/2
龙岗,信义锦绣花园10号楼,2016/2/2
龙岗,万科城四期M区50号楼,2016/2/2
龙岗,中海康城花园A区1-3栋,2016/2/2
龙岗,公园大地花园六期21栋,2016/2/2
龙岗,鸿润豪苑,2016/2/2
盐田,瀚海翠庭,2016/2/2
盐田,蓝田壹站华苑,2016/2/2
罗湖,一品东门雅园北楼,2016/2/2
罗湖,一品东门雅园北楼,2016/2/2
罗湖,星湖花园8栋A座,2016/2/2
福田,韵动家园B座,2016/2/2
福田,竹盛花园（三期）A座,2016/2/2
罗湖,城市东座公寓,2016/2/2
罗湖,东门天地大厦B座,2016/2/2
罗湖,阳光新干线家园C座,2016/2/2
福田,香域中央花园10栋,2016/2/2
福田,缔梦园三期A座,2016/2/2
福田,御景华城花园1栋A座,2016/2/2
福田,御景华城花园2栋,2016/2/2
罗湖,松泉山庄松泉阁,2016/2/2
南山,红树西岸花园2栋,2016/2/2
南山,友邻公寓B栋,2016/2/2
南山,友邻公寓B栋,2016/2/2
福田,新洲骏皇嘉园,2016/2/2
福田,景尚雅苑,2016/2/2
福田,星河世纪大厦B栋,2016/2/2
福田,星河世纪大厦C栋,2016/2/2
福田,香雅园D栋,2016/2/2
南山,御景东方花园7号楼,2016/2/2
罗湖,阳光绿地家园1-3号楼,2016/2/2
罗湖,双城世纪大厦,2016/2/2
南山,名家富居1栋,2016/2/2
福田,加福广场B座,2016/2/2
罗湖,红桂皇冠名庭,2016/2/2
福田,福源花园,2016/2/2
福田,帝港海湾豪园AB栋,2016/2/2
罗湖,乐华楼,2016/2/2
南山,星海名城六期2栋,2016/2/2
福田,瀚盛花园3栋,2016/2/2
罗湖,南塘商业广场C区,2016/2/2
罗湖,南塘商业广场C区,2016/2/2
福田,中城天邑花园1座,2016/2/2
罗湖,百仕达东郡广场2号楼,2016/2/2
盐田,中海半山溪谷花园7栋,2016/2/2
南山,诺德假日花园9号楼,2016/2/2
盐田,倚山时代雅居,2016/2/2
南山,南光城市花园1栋,2016/2/2
南山,鼎太风华社区六期12座,2016/2/2
盐田,金水湾御园A座,2016/2/2
南山,雷圳碧榕湾海景花园4栋,2016/2/2
罗湖,幸福里雅居2栋,2016/2/2
南山,桃源村三期1栋,2016/2/2
宝安,中海西岸华府8栋,2016/2/2
宝安,书香门第上河坊广场1栋,2016/2/2
宝安,金地上塘道花园7栋,2016/2/2
龙岗,盛龙花园二期10号楼,2016/2/2
龙岗,盛龙花园二期10号楼,2016/2/2
龙岗,盛龙花园二期8号楼,2016/2/2
龙岗,大山地花园40栋,2016/2/2
龙岗,大山地花园40栋,2016/2/2
南山,恒立心海湾花园5栋,2016/2/2
宝安,招商澜园2#,2016/2/2
宝安,招商澜园2#,2016/2/2
宝安,招商澜园12#,2016/2/2
南山,太古城花园（南区）,2016/2/2
南山,太古城花园（南区）,2016/2/2
南山,太古城花园（南区）,2016/2/2
龙岗,上品雅园1栋,2016/2/2
龙岗,上品雅园3栋,2016/2/2
龙岗,信义湛宝大厦,2016/2/2
宝安,宝田雅苑,2016/2/2
龙岗,花语岸花园3栋,2016/2/2
龙岗,摩尔城1-3栋住宅、商业、配套及商业性办公,2016/2/2
龙岗,奥林华府（二期）5号楼,2016/2/2
南山,侨城馨苑,2016/2/2
龙岗,振业峦山谷花园（一期）12栋,2016/2/2
南山,鸿威海怡湾畔花园,2016/2/2
南山,鸿威海怡湾畔花园,2016/2/2
龙岗,阳光天健城4栋,2016/2/2
罗湖,京基一百大厦C座,2016/2/2
宝安,花样年花郡家园,2016/2/2
宝安,花样年花郡家园,2016/2/2
福田,皇御苑C区B地块20栋,2016/2/2
宝安,福侨花园12栋,2016/2/2
福田,景源华庭B栋,2016/2/2
龙岗,和谐家园3栋,2016/2/2
宝安,万科金域华府（南地块）Ⅱ期1栋,2016/2/2
宝安,花乡家园,2016/2/2
宝安,观湖园E33栋,2016/2/2
宝安,水榭春天花园6栋,2016/2/2
宝安,潜龙曼海宁花园（南区）5、6、7栋,2016/2/2
龙岗,中海康城花园（二期）27栋,2016/2/2
龙岗,中海康城花园（二期）28栋,2016/2/2
龙岗,中海康城花园D区8栋,2016/2/2
龙岗,中海康城花园D区8栋,2016/2/2
龙岗,中海康城花园D区11栋,2016/2/2
龙岗,中海康城花园D区15栋,2016/2/2
龙岗,海轩广场1-3座,2016/2/2
龙岗,海轩广场1-3座,2016/2/2
龙岗,深业紫麟山花园H4-H6栋,2016/2/2
宝安,黄金大厦1栋,2016/2/2
龙岗,大都汇大厦,2016/2/2
龙岗,大都汇大厦,2016/2/2
宝安,展远御珑苑2栋,2016/2/2
盐田,上东湾雅居,2016/2/2
南山,德尚世家花园4栋,2016/2/2
龙岗,星河时代花园B区B3栋,2016/2/2
龙岗,豪方菁园,2016/2/2
宝安,绿景香颂花园,2016/2/2
宝安,招商果岭花园3栋,2016/2/2
宝安,招商果岭花园5栋,2016/2/2
龙岗,千林山居Ⅱ区34栋,2016/2/2
福田,廊桥花园,2016/2/2
宝安,公馆一八六六花园（北区）,2016/2/2
龙岗,百合山水别苑17号楼,2016/2/2
龙岗,卓弘高尔夫雅苑5号楼,2016/2/2
宝安,中洲华府2#楼,2016/2/2
南山,纯水岸（十五期）二区2栋,2016/2/2
宝安,领航里程花园10栋,2016/2/2
龙岗,荷康花园4栋,2016/2/2
龙岗,嘉宏湾花园二期6号楼,2016/2/2
南山,后海理想雅园,2016/2/2
龙岗,和成世纪名园,2016/2/2
宝安,金亨利首府1栋,2016/2/2
南山,南头中学教职工住宅楼,2016/2/2
龙岗,远洋新干线荣域花园3栋,2016/2/2
龙岗,远洋新干线荣域花园3栋,2016/2/2
宝安,莱蒙春天花园（A818-0444）1栋,2016/2/2
龙岗,御峰园D1栋,2016/2/2
宝安,幸福城润园一期2栋,2016/2/2
宝安,幸福城润园一期3栋,2016/2/2
宝安,龙泽榕园B栋,2016/2/2
宝安,龙泽榕园B栋,2016/2/2
龙岗,金地朗悦花园6栋,2016/2/2
罗湖,锦秀新村7栋,2016/2/3
罗湖,兴隆大厦,2016/2/3
罗湖,港莲村115栋,2016/2/3
罗湖,海富花园富春阁,2016/2/3
罗湖,湖景大厦,2016/2/3
罗湖,愉天小区2栋,2016/2/3
罗湖,金城大厦4座,2016/2/3
罗湖,文华花园15栋,2016/2/3
罗湖,文华大厦西座,2016/2/3
罗湖,鹏基工业区401栋,2016/2/3
罗湖,庐山大厦D座(峻峰阁),2016/2/3
罗湖,美思苑大厦A栋,2016/2/3
罗湖,特力大厦,2016/2/3
罗湖,佳宁娜友谊广场C座,2016/2/3
罗湖,百仕达花园中海苑12栋,2016/2/3
罗湖,兴隆大厦,2016/2/3
罗湖,俊园,2016/2/3
罗湖,百仕达花园二期8栋,2016/2/3
罗湖,绿景山庄9栋,2016/2/3
罗湖,鸣翠谷E栋,2016/2/3
罗湖,东湖豪庭,2016/2/3
罗湖,鹿鸣园兰竹轩,2016/2/3
罗湖,旭飞华天苑A栋,2016/2/3
罗湖,新秀村42号2栋住宅楼,2016/2/3
罗湖,源兴居3栋,2016/2/3
罗湖,海珑华苑海天阁,2016/2/3
罗湖,环岛丽园丽好阁,2016/2/3
罗湖,嘉湖新都春天阁,2016/2/3
罗湖,彩世界家园4栋,2016/2/3
罗湖,华清园D栋,2016/2/3
罗湖,百仕达花园三期1栋,2016/2/3
罗湖,百仕达花园三期1栋,2016/2/3
罗湖,旭飞华达园东京阁,2016/2/3
罗湖,旭飞华达园东京阁,2016/2/3
罗湖,旭飞华达园银座阁,2016/2/3
罗湖,汇鑫花园汇豪阁,2016/2/3
罗湖,东方凤雅台5栋,2016/2/3
罗湖,金众经典家园金茵阁,2016/2/3
罗湖,华清园A栋,2016/2/3
罗湖,城建综合楼1栋,2016/2/3
罗湖,嘉宝田花园宝丽阁(B),2016/2/3
罗湖,金城华庭3栋,2016/2/3
罗湖,金城华庭4栋,2016/2/3
罗湖,金城华庭10栋,2016/2/3
罗湖,松泉山庄19栋,2016/2/3
罗湖,海关住宅楼15栋,2016/2/3
罗湖,仙桐御景家园4号楼(御景轩),2016/2/3
罗湖,世界金融中心C座,2016/2/3
罗湖,深发花园恒发阁,2016/2/3
罗湖,崇德雍翠华府御雅阁,2016/2/3
罗湖,东悦名轩A座,2016/2/3
罗湖,缤纷时代家园B栋,2016/2/3
罗湖,东方都会大厦A座,2016/2/3
罗湖,怡泰大厦B座,2016/2/3
罗湖,城市天地广场B座,2016/2/3
罗湖,金色年华家园2座,2016/2/3
罗湖,百仕达花园（四期西区）2栋,2016/2/3
罗湖,百仕达花园（四期西区）4栋,2016/2/3
罗湖,百仕达花园（四期西区）8栋,2016/2/3
罗湖,天俊大厦,2016/2/3
福田,景发花园景达2栋,2016/2/3
福田,长城大厦3栋,2016/2/3
福田,园岭新村37栋,2016/2/3
福田,园岭新村53栋,2016/2/3
福田,华厦新居2栋(皇明阁),2016/2/3
福田,梅林二村09栋,2016/2/3
福田,海外装饰大厦综合楼3栋,2016/2/3
福田,通新岭新村4栋,2016/2/3
福田,鹏盛村10栋,2016/2/3
福田,中电住宅楼1栋,2016/2/3
福田,庆泰公寓H5.8,2016/2/3
福田,福源大厦3栋,2016/2/3
福田,益田村67栋,2016/2/3
福田,香山花园11栋,2016/2/3
福田,长安花园A栋,2016/2/3
福田,长安花园A栋,2016/2/3
福田,鹏盛村高层公寓2栋,2016/2/3
福田,旭飞花园A2栋,2016/2/3
福田,鹏益花园2栋,2016/2/3
福田,深华科技工业园公寓楼,2016/2/3
福田,都市花园乐庭轩,2016/2/3
福田,金海湾花园2栋,2016/2/3
福田,宏浩花园,2016/2/3
福田,福田花园3栋,2016/2/3
福田,共和世家瑞云轩,2016/2/3
福田,百花园（一期）紫荆阁,2016/2/3
福田,皇御苑A区1-4栋,2016/2/3
福田,鹏丽大厦,2016/2/3
福田,群星广场,2016/2/3
福田,御庭园,2016/2/3
福田,华富大厦,2016/2/3
福田,彩天名苑,2016/2/3
福田,天然居二区,2016/2/3
福田,益田花园D区28栋,2016/2/3
福田,梅林一村52栋,2016/2/3
福田,梅林一村32栋,2016/2/3
福田,皇家翠苑雍景轩,2016/2/3
福田,上沙综合市场,2016/2/3
福田,上沙综合市场,2016/2/3
福田,银麓公寓2#楼,2016/2/3
福田,现代之窗大厦,2016/2/3
福田,新阁小区单身宿舍1栋,2016/2/3
福田,黄埔雅苑逸悠园5栋,2016/2/3
福田,汇港名苑,2016/2/3
福田,海康大厦,2016/2/3
福田,港丽豪园二期西座,2016/2/3
福田,缔梦园B栋,2016/2/3
福田,鹏盛年华公寓B栋,2016/2/3
福田,云顶翠峰7栋,2016/2/3
福田,嘉洲华苑2栋,2016/2/3
福田,漾福居西座,2016/2/3
福田,擎天华庭擎天阁,2016/2/3
福田,金港豪庭E座,2016/2/3
福田,蓝天绿都家园主楼,2016/2/3
福田,皇庭世纪花园3号楼,2016/2/3
福田,皇庭世纪花园5号楼,2016/2/3
福田,皇庭世纪花园7号楼,2016/2/3
福田,阁林网苑,2016/2/3
福田,万托家园,2016/2/3
福田,彩田村11栋,2016/2/3
福田,绿景花园二期A栋,2016/2/3
福田,君悦阁,2016/2/3
福田,发展兴苑2号楼（牡丹阁）,2016/2/3
福田,发展兴苑1号楼（杜鹃阁）,2016/2/3
福田,星座大厦,2016/2/3
福田,鹏基单身公寓第42栋,2016/2/3
南山,金海阁10栋,2016/2/3
南山,紫竹园住宅楼30栋,2016/2/3
南山,南油B区34栋,2016/2/3
南山,南油A区15栋,2016/2/3
南山,观涛大厦5栋,2016/2/3
南山,龙城花园大厦龙华阁,2016/2/3
南山,南油天安工业村2栋,2016/2/3
南山,中兴单身宿舍4栋,2016/2/3
南山,蛇口振兴2栋,2016/2/3
南山,龙城花园13栋(原南油A区42栋),2016/2/3
南山,侨洲花园D21(绿景阁),2016/2/3
南山,爱榕园住宅楼21栋,2016/2/3
南山,惠中名苑C栋（古风庭）,2016/2/3
南山,龙都花园3栋,2016/2/3
南山,海琴苑5栋,2016/2/3
南山,星海名城组团六第3栋,2016/2/3
南山,大陆庄园4#,2016/2/3
南山,汇宾广场汇明阁,2016/2/3
南山,鸿瑞花园瑞寿阁,2016/2/3
南山,东方美地苑第一栋,2016/2/3
南山,龙辉花园8栋,2016/2/3
南山,南粤明珠,2016/2/3
南山,西海湾花园B区,2016/2/3
南山,侨苑1栋,2016/2/3
南山,瑞景华庭,2016/2/3
南山,鼎太风华社区C栋,2016/2/3
南山,深圳湾畔花园,2016/2/3
南山,海岸明珠园,2016/2/3
南山,观海台花园A栋,2016/2/3
南山,心语雅园,2016/2/3
南山,南山豪庭,2016/2/3
南山,鼎太风华社区J栋,2016/2/3
南山,新街口大楼,2016/2/3
南山,桃源村88栋,2016/2/3
南山,深圳湾彩虹之岸3栋,2016/2/3
南山,育德佳园(二期),2016/2/3
南山,现代城华庭3栋,2016/2/3
南山,现代城华庭5栋,2016/2/3
南山,英达.钰龙园B栋,2016/2/3
南山,天鹅堡（二期）G栋,2016/2/3
南山,中爱花园A栋,2016/2/3
宝安,农贸市场一栋,2016/2/3
宝安,碧涛阁,2016/2/3
宝安,碧涛阁,2016/2/3
宝安,泰华锦绣城1栋,2016/2/3
宝安,滢水山庄三期10栋,2016/2/3
宝安,裕华花园乙栋,2016/2/3
宝安,金侨花园12栋,2016/2/3
宝安,富士康世纪华庭4栋,2016/2/3
宝安,梅花山庄别墅A6栋,2016/2/3
宝安,欣荣苑一栋,2016/2/3
宝安,海乐花园51栋,2016/2/3
宝安,天骄世家1栋,2016/2/3
宝安,富通蟠龙居A栋,2016/2/3
宝安,天骄世家8栋,2016/2/3
宝安,达海花园4栋,2016/2/3
宝安,锦绣江南A1栋,2016/2/3
宝安,锦绣江南B4栋,2016/2/3
宝安,兴华花园2栋,2016/2/3
宝安,兴华花园2栋,2016/2/3
宝安,锦绣清华园四区1栋,2016/2/3
宝安,泰华明珠1栋,2016/2/3
宝安,世外桃源1栋,2016/2/3
宝安,海云轩1栋,2016/2/3
宝安,翠景居A2栋,2016/2/3
宝安,鸿昌花园1栋,2016/2/3
宝安,鸿景园2栋,2016/2/3
宝安,鸿景园4栋,2016/2/3
宝安,富通*好旺角1栋,2016/2/3
宝安,都市翠海华苑1栋,2016/2/3
宝安,都市翠海华苑1栋,2016/2/3
宝安,宏发*雍景城B栋,2016/2/3
宝安,新安湖花园（新望阁新海阁）,2016/2/3
宝安,日出印象花园B区10栋,2016/2/3
宝安,天欣花园（三期）A栋,2016/2/3
宝安,怡宝花园1栋,2016/2/3
宝安,泰华*俊庭(1栋),2016/2/3
宝安,泰华*俊庭(1栋),2016/2/3
宝安,豪业华庭C栋,2016/2/3
宝安,金成时代家园2栋,2016/2/3
宝安,圣源华庭1栋,2016/2/3
宝安,缤纷世界花园D栋,2016/2/3
宝安,潜龙*鑫茂花园B区1栋,2016/2/3
宝安,御景湾花园2栋,2016/2/3
宝安,金泓凯旋城4栋,2016/2/3
宝安,鸿隆广场1栋,2016/2/3
宝安,鸿隆广场1栋,2016/2/3
宝安,潜龙*鑫茂花园C区1栋,2016/2/3
宝安,西城上筑花园3栋,2016/2/3
宝安,西城上筑花园3栋,2016/2/3
宝安,圣淘沙骏园1栋,2016/2/3
宝安,缤纷世界花园E1栋,2016/2/3
宝安,桃源盛景园12栋,2016/2/3
宝安,七里香榭花园3栋,2016/2/3
宝安,菁英趣庭1栋,2016/2/3
宝安,七里香榭花园2栋,2016/2/3
宝安,骏景华庭D栋,2016/2/3
宝安,阳光新境园2栋,2016/2/3
宝安,东华明珠园2栋,2016/2/3
宝安,槟城西岸华庭3栋,2016/2/3
宝安,创富时代俊景园1栋,2016/2/3
宝安,碧海富通城6栋,2016/2/3
宝安,碧海富通城8栋,2016/2/3
宝安,碧水龙庭1栋,2016/2/3
宝安,碧海富通城9栋,2016/2/3
宝安,碧海富通城11栋,2016/2/3
宝安,金港华庭1栋,2016/2/3
宝安,金港华庭1栋,2016/2/3
宝安,桃源盛景园23栋,2016/2/3
宝安,桃源盛景园23栋,2016/2/3
宝安,兴达华府1栋,2016/2/3
宝安,深业*新岸线21栋,2016/2/3
龙岗,汇福花园C栋,2016/2/3
龙岗,南岭花园22栋(吉祥阁),2016/2/3
龙岗,翠湖山庄住宅6栋,2016/2/3
龙岗,翠湖山庄住宅2栋,2016/2/3
龙岗,愉园新村12栋,2016/2/3
龙岗,富豪花园B8栋,2016/2/3
龙岗,中房怡芬花园B栋,2016/2/3
龙岗,龙富花园1栋(布吉),2016/2/3
龙岗,祥云苑A栋,2016/2/3
龙岗,茂业城怡华楼,2016/2/3
龙岗,龙福一村10栋,2016/2/3
龙岗,吉信大厦,2016/2/3
龙岗,龙珠花园龙威阁,2016/2/3
龙岗,德兴城8栋、9栋、10栋、11栋,2016/2/3
龙岗,紫薇花园东1栋,2016/2/3
龙岗,丽湖花园15栋湖轩阁,2016/2/3
龙岗,东方半岛花园2栋,2016/2/3
龙岗,荣超花园22栋,2016/2/3
龙岗,加洲花园E栋,2016/2/3
龙岗,中城康桥花园A3栋,2016/2/3
龙岗,四季花城水仙苑12栋,2016/2/3
龙岗,泓瀚苑28栋,2016/2/3
龙岗,园景花园2栋,2016/2/3
龙岗,长江花园B栋,2016/2/3
龙岗,荣超花园20栋,2016/2/3
龙岗,隆盛花园Z8栋,2016/2/3
龙岗,隆盛花园Z8栋,2016/2/3
龙岗,茂业城帝景峰2栋,2016/2/3
龙岗,南威中心10栋,2016/2/3
龙岗,中海怡翠山庄60栋,2016/2/3
龙岗,阳光花园11栋,2016/2/3
龙岗,四季花城六期翠柏苑6栋,2016/2/3
龙岗,中城康桥花园二期21栋,2016/2/3
龙岗,美利达新村AB栋,2016/2/3
龙岗,金运家园1栋,2016/2/3
龙岗,金运家园2栋,2016/2/3
龙岗,九州家园一期5栋,2016/2/3
龙岗,九州家园二期15栋,2016/2/3
龙岗,雅景苑二期3栋,2016/2/3
龙岗,丽廷豪苑,2016/2/3
龙岗,中城康桥花园二期28栋,2016/2/3
龙岗,茵悦之生花园二期8栋,2016/2/3
龙岗,大世纪水山缘二期10栋,2016/2/3
龙岗,信义假日名城锦绣园A栋,2016/2/3
龙岗,华浩源(B区)A栋,2016/2/3
龙岗,万科城(一期)C区1号楼,2016/2/3
龙岗,百合星城百合酒店及住宅楼,2016/2/3
龙岗,布吉中心花园,2016/2/3
龙岗,信义假日名城逸翠园2号楼,2016/2/3
龙岗,英郡年华花园2栋,2016/2/3
龙岗,英郡年华花园3栋,2016/2/3
龙岗,怡康家园B栋,2016/2/3
龙岗,风临四季花园2号楼,2016/2/3
龙岗,月朗苑1栋,2016/2/3
龙岗,悦城花园3号楼,2016/2/3
龙岗,可园(五期)15号楼,2016/2/3
龙岗,绿色高尔夫天籁山庄26号楼,2016/2/3
龙岗,怡瑞山居5号楼,2016/2/3
龙岗,翡翠星光园,2016/2/3
龙岗,碧湖玫瑰园19栋,2016/2/3
龙岗,旭景佳园（一期）1栋,2016/2/3
龙岗,阳光花园17栋,2016/2/3
龙岗,阳光花园18栋,2016/2/3
龙岗,阳光第五季花园1栋,2016/2/3
龙岗,京南华庭,2016/2/3
龙岗,爱地花园二期1栋,2016/2/3
龙岗,鸿基花园三期3栋,2016/2/3
龙岗,万科金域东郡2栋,2016/2/3
龙岗,水岸新都四、五期38号楼,2016/2/3
龙岗,中航鼎尚华庭8号楼,2016/2/3
龙岗,茗萃园二期7号楼,2016/2/3
龙岗,中海康城花园A区1-3栋,2016/2/3
龙岗,振业峦山谷花园(一期)4一6栋,2016/2/3
盐田,海涛花园6栋,2016/2/3
盐田,翠景花园第5栋,2016/2/3
盐田,旭飞华逸园1栋,2016/2/3
罗湖,新天地名居B栋,2016/2/3
福田,韵动家园B座,2016/2/3
罗湖,红岗亨平苑2栋,2016/2/3
罗湖,海珑华苑海阔阁,2016/2/3
罗湖,东门天地大厦B座,2016/2/3
福田,缔梦园三期B座,2016/2/3
福田,御景华城花园5栋,2016/2/3
福田,御景华城花园5栋,2016/2/3
福田,御景华城花园6栋,2016/2/3
福田,御景华城花园6栋,2016/2/3
福田,城市主场公寓A座,2016/2/3
罗湖,联城美园华美阁,2016/2/3
南山,学子荔园A栋,2016/2/3
南山,友邻公寓A栋,2016/2/3
福田,天威花园1栋,2016/2/3
福田,景尚雅苑,2016/2/3
盐田,金港盛世华庭5栋,2016/2/3
南山,信和自由广场2栋,2016/2/3
罗湖,布心花园14栋,2016/2/3
福田,星河世纪大厦C栋,2016/2/3
南山,海韵嘉园韵海苑1栋,2016/2/3
罗湖,金祥都市花园金馨苑10栋,2016/2/3
福田,祥云天都世纪大厦,2016/2/3
南山,缘来居,2016/2/3
福田,加福广场B座,2016/2/3
罗湖,红桂皇冠名庭,2016/2/3
福田,合正瑞园,2016/2/3
福田,福源花园,2016/2/3
福田,帝港海湾豪园-城市3米6公寓,2016/2/3
罗湖,鸿景翠峰花园5栋,2016/2/3
福田,岭尚时代园A座,2016/2/3
福田,岭尚时代园A座,2016/2/3
福田,岭尚时代园A座,2016/2/3
南山,新德家园D栋,2016/2/3
南山,前海金岸大厦,2016/2/3
福田,高发城驰苑1栋,2016/2/3
福田,高发城驰苑1栋,2016/2/3
罗湖,合正锦湖逸园3座,2016/2/3
南山,中信红树湾花城19栋,2016/2/3
福田,中城天邑花园1座,2016/2/3
福田,中城天邑花园2座,2016/2/3
罗湖,钻石时代公寓,2016/2/3
南山,南荔苑A栋,2016/2/3
盐田,海怡轩,2016/2/3
南山,诺德假日花园8号楼,2016/2/3
南山,鼎太风华社区六期13座,2016/2/3
南山,桃源村三期1栋,2016/2/3
南山,桃源村三期1栋,2016/2/3
南山,桃源村三期1栋,2016/2/3
宝安,中海西岸华府15栋,2016/2/3
南山,四海公寓,2016/2/3
南山,四海公寓,2016/2/3
宝安,书香门第上河坊广场2栋,2016/2/3
宝安,书香门第上河坊广场1栋,2016/2/3
宝安,书香门第上河坊广场2栋,2016/2/3
宝安,金地上塘道花园3栋,2016/2/3
宝安,圣莫丽斯花园C06栋,2016/2/3
龙岗,盛龙花园二期2号楼,2016/2/3
龙岗,盛龙花园二期1号楼,2016/2/3
龙岗,大山地花园41栋,2016/2/3
南山,恒立心海湾花园4栋,2016/2/3
宝安,观湖园C35栋,2016/2/3
南山,太古城花园（南区）,2016/2/3
南山,太古城花园（南区）,2016/2/3
龙岗,城市立方花园A区5栋,2016/2/3
宝安,天健时尚空间名苑,2016/2/3
福田,御河堤花园,2016/2/3
龙岗,奥林华府（二期）5号楼,2016/2/3
宝安,财富港大厦,2016/2/3
龙岗,润筑园,2016/2/3
南山,侨城馨苑,2016/2/3
龙岗,中海康城花园B区4-7栋,2016/2/3
南山,中海阳光玫瑰园6栋,2016/2/3
龙岗,振业峦山谷花园（一期）12栋,2016/2/3
龙岗,振业峦山谷花园（一期）12栋,2016/2/3
龙岗,公园大地花园T20栋,2016/2/3
宝安,花样年花郡家园,2016/2/3
南山,三湘海尚花园一期,2016/2/3
南山,三湘海尚花园一期,2016/2/3
龙岗,和谐家园1栋,2016/2/3
罗湖,颖隆大厦,2016/2/3
宝安,万科金域华府（南地块）Ⅱ期1栋,2016/2/3
宝安,高发西岸花园3栋,2016/2/3
宝安,高发西岸花园3栋,2016/2/3
南山,龙祥苑B栋,2016/2/3
宝安,花乡家园,2016/2/3
宝安,观湖园E03栋,2016/2/3
罗湖,凤凰印象花园,2016/2/3
龙岗,东方瑞景苑商住楼,2016/2/3
宝安,玉湖湾花园1栋,2016/2/3
宝安,熙元山院53栋,2016/2/3
福田,龙轩豪庭,2016/2/3
福田,龙轩豪庭,2016/2/3
宝安,城市峰尚花园,2016/2/3
盐田,金山碧海花园2号楼,2016/2/3
宝安,黄金大厦1栋,2016/2/3
龙岗,千林山居三期36栋,2016/2/3
龙岗,星河时代花园B区B1栋,2016/2/3
南山,绿海湾花园,2016/2/3
南山,绿海湾花园,2016/2/3
南山,泛海拉菲花园（二期）3栋,2016/2/3
