行政区,楼名称及栋号,三级转移登记时间
罗湖,百仕达东郡广场4号楼,2016/1/13
盐田,万科东海岸社区（二区）A段23#楼（海逸居82号）,2016/1/13
南山,南光城市花园1栋,2016/1/13
南山,雷圳碧榕湾海景花园1栋,2016/1/13
龙岗,康达尔蝴蝶堡2栋,2016/1/13
龙岗,乐安居大酒店（公寓部分）,2016/1/13
宝安,招商澜园2#,2016/1/13
龙岗,振业城四、五期5-1栋,2016/1/13
龙岗,上品雅园4栋,2016/1/13
宝安,熙龙湾花园（N10区）4栋,2016/1/13
宝安,财富港大厦,2016/1/13
福田,景源华庭B栋,2016/1/13
宝安,花乡家园,2016/1/13
宝安,花乡家园,2016/1/13
宝安,花乡家园,2016/1/13
宝安,花乡家园,2016/1/13
宝安,玉湖湾花园1栋,2016/1/13
宝安,熙元山院52栋,2016/1/13
龙岗,中海康城花园（二期）27栋,2016/1/13
龙岗,中海康城花园D区12栋,2016/1/13
龙岗,海轩广场1-3座,2016/1/13
宝安,凤凰花苑1栋,2016/1/13
宝安,水榭春天花园（三期）8-12#楼,2016/1/13
宝安,水榭春天花园（三期）8-12#楼,2016/1/13
宝安,水榭春天花园（三期）8-12#楼,2016/1/13
宝安,水榭春天花园（三期）8-12#楼,2016/1/13
龙岗,大都汇大厦,2016/1/13
龙岗,首创八意府2栋,2016/1/13
宝安,万科金色领域花园（一期）2栋,2016/1/13
南山,绿海湾花园,2016/1/13
福田,嘉葆润金座家园（二期）,2016/1/13
南山,阳光海滨花园,2016/1/13
盐田,海川阁,2016/1/13
宝安,招商果岭花园6栋,2016/1/13
宝安,招商果岭花园6栋,2016/1/13
龙岗,千林山居Ⅱ区38#楼,2016/1/13
龙岗,首创八意府7栋,2016/1/13
龙岗,首创八意府8栋,2016/1/13
龙岗,非凡空间阁,2016/1/13
龙岗,悦城花园三期21栋,2016/1/13
宝安,西城雅筑花苑,2016/1/13
宝安,西城雅筑花苑,2016/1/13
宝安,香格丽湾园4栋,2016/1/13
盐田,泊郡雅苑,2016/1/13
盐田,泊郡雅苑,2016/1/13
龙岗,文峰华庭2栋,2016/1/13
福田,香蜜苑3栋,2016/1/13
龙岗,荷康花园4栋,2016/1/13
宝安,金亨利首府1栋,2016/1/13
龙岗,全盛御景湾花园,2016/1/13
宝安,润恒尚园2栋,2016/1/13
龙岗,保利上城花园4栋,2016/1/13
宝安,懿花园C2栋,2016/1/13
罗湖,金城大厦3座,2016/1/14
罗湖,高嘉花园高贤楼10栋,2016/1/14
罗湖,粤海花园芙蓉阁,2016/1/14
罗湖,愉天小区1栋,2016/1/14
罗湖,通发花园1栋,2016/1/14
罗湖,峰景台大厦3栋,2016/1/14
罗湖,华丽园北座,2016/1/14
罗湖,畔山花园2栋,2016/1/14
罗湖,兴芙楼1栋,2016/1/14
罗湖,长丰苑逸华阁(A栋),2016/1/14
罗湖,百仕达花园二期19栋,2016/1/14
罗湖,水库市场综合楼,2016/1/14
罗湖,芳庭苑B栋,2016/1/14
罗湖,太阳新城3栋,2016/1/14
罗湖,华清园C栋,2016/1/14
罗湖,彩世界家园5栋,2016/1/14
罗湖,龙兴大厦,2016/1/14
罗湖,百仕达花园三期5栋,2016/1/14
罗湖,耀华楼,2016/1/14
罗湖,今日家园明青轩,2016/1/14
罗湖,八达商城,2016/1/14
罗湖,银湖国际会议中心A11栋玫瑰阁,2016/1/14
罗湖,美荔园,2016/1/14
罗湖,旺业豪苑金业阁,2016/1/14
罗湖,金鼎大厦B栋,2016/1/14
罗湖,阳光天地家园B座明星阁,2016/1/14
罗湖,翠锦苑,2016/1/14
罗湖,崇德雍翠华府御翠阁,2016/1/14
罗湖,东方都会大厦B座,2016/1/14
福田,华明楼,2016/1/14
福田,华茂苑5栋,2016/1/14
福田,益田村55栋,2016/1/14
福田,锦文阁,2016/1/14
福田,绅宝花园,2016/1/14
福田,华安园,2016/1/14
福田,景鹏大厦,2016/1/14
福田,皇御苑A区1-4栋,2016/1/14
福田,皇御苑A区1-4栋,2016/1/14
福田,康欣园(A、B栋),2016/1/14
福田,御庭园,2016/1/14
福田,彩天名苑,2016/1/14
福田,绿景新苑2栋,2016/1/14
福田,鸿景湾名苑,2016/1/14
福田,梅林一村67栋,2016/1/14
福田,梅林一村94栋,2016/1/14
福田,益田村104栋,2016/1/14
福田,都会100大厦金都,2016/1/14
福田,金地海景花园D区26栋,2016/1/14
福田,揽翠阁,2016/1/14
福田,彩田居,2016/1/14
福田,港中旅花园19栋,2016/1/14
福田,擎天华庭华庭阁,2016/1/14
福田,玮鹏花园6号楼,2016/1/14
福田,金港豪庭F座,2016/1/14
福田,福民佳园2号楼,2016/1/14
福田,缇香名苑7栋,2016/1/14
福田,园岭新村红岭中学1栋,2016/1/14
南山,荟芳园银桦阁B栋,2016/1/14
南山,F1栋,2016/1/14
南山,枕荔楼,2016/1/14
南山,南油生活B区24栋,2016/1/14
南山,水湾头B区住宅楼9栋,2016/1/14
南山,福海苑3栋,2016/1/14
南山,万象新园倚天阁（A栋）,2016/1/14
南山,蔚蓝海岸社区二期28栋,2016/1/14
南山,龙辉花园33栋,2016/1/14
南山,蔚蓝海岸社区二期21栋,2016/1/14
南山,蔚蓝海岸社区二期23栋,2016/1/14
南山,阳光棕榈园7栋,2016/1/14
南山,海印长城小区一期,2016/1/14
南山,南海玫瑰花园1栋,2016/1/14
南山,金海岸大厦,2016/1/14
南山,桃源村90栋,2016/1/14
南山,中润大厦,2016/1/14
南山,绿海名都3栋,2016/1/14
南山,丽岛茗园C栋,2016/1/14
南山,润城花园2号楼,2016/1/14
南山,鼎太风华社区一栋,2016/1/14
南山,南国丽城花园6栋,2016/1/14
南山,科苑学里揽翠居6栋,2016/1/14
南山,悠然天地家园8栋,2016/1/14
宝安,翠湖花园七栋,2016/1/14
宝安,综合楼一栋,2016/1/14
宝安,龙腾花园龙富楼,2016/1/14
宝安,贤基大厦一栋,2016/1/14
宝安,海乐花园十三栋,2016/1/14
宝安,花园新村B栋,2016/1/14
宝安,富怡花园一栋,2016/1/14
宝安,39区统建楼11栋,2016/1/14
宝安,福侨花园16栋,2016/1/14
宝安,天源大厦,2016/1/14
宝安,金侨花园13栋,2016/1/14
宝安,湖景居一栋,2016/1/14
宝安,碧涛居3、4、5号楼,2016/1/14
宝安,富瑰园C栋,2016/1/14
宝安,风和日丽花园A栋,2016/1/14
宝安,威文大厦1栋,2016/1/14
宝安,富通蟠龙居A栋,2016/1/14
宝安,丽景城11栋,2016/1/14
宝安,梅花新园1栋,2016/1/14
宝安,理想居1栋,2016/1/14
宝安,丽景城6栋,2016/1/14
宝安,苹果园2栋,2016/1/14
宝安,富通*丽沙花都A栋,2016/1/14
宝安,鸿景园1栋,2016/1/14
宝安,鸿景园2栋,2016/1/14
宝安,白金酒店公寓1栋,2016/1/14
宝安,金域豪庭6栋,2016/1/14
宝安,桃源居14区1栋,2016/1/14
宝安,西城上筑花园1栋,2016/1/14
宝安,西城上筑花园1栋,2016/1/14
宝安,桃源盛景园1栋,2016/1/14
宝安,桃源盛景园4栋,2016/1/14
宝安,西城上筑花园3栋,2016/1/14
宝安,圣淘沙骏园9栋,2016/1/14
宝安,中航格澜阳光花园3栋,2016/1/14
宝安,碧海富通城A栋,2016/1/14
宝安,金地梅陇镇花园一期2栋,2016/1/14
宝安,金地梅陇镇花园一期5栋,2016/1/14
宝安,君逸世家花园1栋,2016/1/14
宝安,香缇雅苑4＃楼,2016/1/14
宝安,宏发领域花园6栋,2016/1/14
宝安,宝安海滨广场(三期)1栋,2016/1/14
宝安,碧海富通城7栋,2016/1/14
宝安,兴达华府1栋,2016/1/14
宝安,中海西岸华府（南区）3栋,2016/1/14
宝安,碧海富通城14栋,2016/1/14
龙岗,长龙新村商住楼3栋,2016/1/14
龙岗,布吉兴业花园5栋,2016/1/14
龙岗,茂业城怡德楼,2016/1/14
龙岗,德福花园德福中心,2016/1/14
龙岗,茂业城怡康楼,2016/1/14
龙岗,茂业城怡德楼,2016/1/14
龙岗,深圳名城国际广场,2016/1/14
龙岗,吉信大厦,2016/1/14
龙岗,龙珠花园明珠苑9栋,2016/1/14
龙岗,天健花园9、10、11栋,2016/1/14
罗湖,龙园山庄23栋,2016/1/14
龙岗,四季花城米兰苑10栋,2016/1/14
龙岗,国展苑七号楼（国安台）,2016/1/14
龙岗,国展苑八号楼（国荣台）,2016/1/14
罗湖,翡翠园2栋,2016/1/14
龙岗,吉星花园1栋,2016/1/14
龙岗,中海怡翠山庄24栋,2016/1/14
龙岗,中城康桥花园A6栋,2016/1/14
龙岗,桂芳园2栋(莲花阁),2016/1/14
龙岗,布吉广场,2016/1/14
龙岗,中兆花园6栋(美庭轩),2016/1/14
龙岗,碧湖玫瑰园13栋,2016/1/14
龙岗,康达尔花园16-18栋,2016/1/14
龙岗,星光之约花园5栋,2016/1/14
龙岗,中城康桥花园J栋,2016/1/14
龙岗,桂芳园16栋(瑞香阁),2016/1/14
龙岗,信义假日名城博雅园5栋,2016/1/14
龙岗,南景豪庭,2016/1/14
龙岗,水晶之城7栋,2016/1/14
龙岗,中房怡乐花园9栋,2016/1/14
龙岗,丽廷豪苑,2016/1/14
龙岗,叠翠新峰花园3号楼,2016/1/14
龙岗,大世纪水山缘二期9栋,2016/1/14
龙岗,阳光广场A、C栋,2016/1/14
龙岗,创富时代名苑,2016/1/14
龙岗,怡美山庄9栋,2016/1/14
龙岗,商住楼,2016/1/14
龙岗,可园三期9号楼,2016/1/14
龙岗,怡康家园A栋,2016/1/14
龙岗,信义锦绣花园1号楼,2016/1/14
龙岗,奥林华府3号楼,2016/1/14
龙岗,富民阁,2016/1/14
龙岗,富民阁,2016/1/14
龙岗,旭景佳园（二期）5、6栋,2016/1/14
龙岗,阳光花园18栋,2016/1/14
龙岗,悦城花园(二期)16号楼,2016/1/14
龙岗,鸿基花园三期3栋,2016/1/14
龙岗,鸿基花园三期3栋,2016/1/14
龙岗,鸿基花园三期2栋,2016/1/14
龙岗,慢城三期8号楼,2016/1/14
龙岗,颐景峰苑,2016/1/14
龙岗,依山郡花园（三期）28栋,2016/1/14
龙岗,依山郡花园（三期）27栋,2016/1/14
龙岗,中海康城花园A区1-3栋,2016/1/14
罗湖,依仙湖居C栋,2016/1/14
福田,花好园B-2座,2016/1/14
福田,缔梦园三期B座,2016/1/14
福田,盛世鹏程花园2号楼,2016/1/14
南山,广博星海华庭A栋,2016/1/14
南山,星海名城五期2单元,2016/1/14
南山,友邻公寓A栋,2016/1/14
罗湖,鸿翔花园6座,2016/1/14
罗湖,笋岗大厦,2016/1/14
福田,新洲骏皇嘉园,2016/1/14
罗湖,泊林花园3栋,2016/1/14
南山,信和自由广场2栋,2016/1/14
南山,半岛城邦花园一期3栋,2016/1/14
罗湖,风格名苑A栋,2016/1/14
福田,美晨苑美富阁,2016/1/14
南山,深意综合楼,2016/1/14
罗湖,湖馨苑,2016/1/14
福田,庆福园,2016/1/14
南山,香榭峰景苑,2016/1/14
罗湖,东方.尊峪花园逸涛阁,2016/1/14
福田,名津广场1栋,2016/1/14
南山,映月湾花园2号楼,2016/1/14
盐田,中海半山溪谷花园2栋,2016/1/14
南山,诺德假日花园7号楼,2016/1/14
南山,雷圳碧榕湾海景花园4栋,2016/1/14
盐田,沙头角检验检疫局住宅楼A栋,2016/1/14
宝安,书香门第上河坊广场1栋,2016/1/14
罗湖,安业馨园B栋,2016/1/14
宝安,宝田雅苑,2016/1/14
宝安,华滨大厦1栋,2016/1/14
宝安,畔山御景花园8栋,2016/1/14
宝安,畔山御景花园8栋,2016/1/14
南山,中海阳光玫瑰园4栋,2016/1/14
龙岗,振业峦山谷花园（一期）12栋,2016/1/14
南山,万豪御景苑2栋,2016/1/14
南山,万豪御景苑2栋,2016/1/14
福田,皇御苑C区B地块20栋,2016/1/14
福田,皇御苑C区B地块20栋,2016/1/14
福田,皇御苑C区B地块20栋,2016/1/14
龙岗,泽洋园,2016/1/14
宝安,万科金域华府（南地块）Ⅱ期5栋,2016/1/14
宝安,高发西岸花园3栋,2016/1/14
宝安,高发西岸花园3栋,2016/1/14
罗湖,凤凰印象花园,2016/1/14
罗湖,凤凰印象花园,2016/1/14
罗湖,凤凰印象花园,2016/1/14
罗湖,凤凰印象花园,2016/1/14
罗湖,凤凰印象花园,2016/1/14
罗湖,凤凰印象花园,2016/1/14
罗湖,凤凰印象花园,2016/1/14
宝安,华海雅苑,2016/1/14
龙岗,怡龙枫景园2、5、6号楼,2016/1/14
宝安,玉湖湾花园1栋,2016/1/14
宝安,熙元山院53栋,2016/1/14
宝安,潜龙曼海宁花园（南区）2栋,2016/1/14
龙岗,慢城四期4栋,2016/1/14
罗湖,华盛君荟名庭,2016/1/14
宝安,中粮鸿云花园1栋,2016/1/14
宝安,招商观园28栋,2016/1/14
龙岗,深业紫麟山花园H3栋,2016/1/14
宝安,凤凰花苑1栋,2016/1/14
南山,官龙名苑,2016/1/14
福田,雅福居A栋,2016/1/14
南山,绿海湾花园,2016/1/14
南山,绿海湾花园,2016/1/14
南山,泛海拉菲花园（二期）1栋,2016/1/14
宝安,海雅广场1栋,2016/1/14
南山,阳光海滨花园,2016/1/14
龙岗,十二橡树庄园（二期）L组团,2016/1/14
南山,雍景湾花园6栋,2016/1/14
南山,湾厦泰福苑,2016/1/14
龙岗,熙和园1栋,2016/1/14
宝安,华盛新沙荟名庭（一期）1栋,2016/1/14
宝安,湾美花园7#楼,2016/1/14
宝安,湾美花园8#楼,2016/1/14
宝安,幸福海岸11栋,2016/1/14
龙岗,信义御城豪园5栋,2016/1/14
龙岗,信义御城豪园5栋,2016/1/14
龙岗,信义御城豪园5栋,2016/1/14
盐田,泊郡雅苑,2016/1/14
罗湖,合正荣悦府二期5栋,2016/1/14
龙岗,东城中心花园,2016/1/14
宝安,万科翡丽郡花园5栋,2016/1/14
宝安,领航里程花园15栋,2016/1/14
宝安,领航里程花园2栋,2016/1/14
龙岗,文峰华庭5栋,2016/1/14
龙岗,荷康花园4栋,2016/1/14
龙岗,公园里花园二期2栋,2016/1/14
龙岗,公园里花园二期2栋,2016/1/14
南山,栖游家园2号楼,2016/1/14
南山,翡翠海岸花园,2016/1/14
宝安,莱蒙春天花园（A818-0444）1栋,2016/1/14
龙岗,悦澜山花园,2016/1/14
宝安,润恒尚园2栋,2016/1/14
宝安,润恒尚园3栋,2016/1/14
龙岗,熙璟城豪苑1栋,2016/1/14
龙岗,金汐府3栋,2016/1/14
罗湖,云景梧桐花园5栋,2016/1/14
宝安,书香门第上河坊广场1栋,2016/1/15
福田,帝港海湾豪园-城市3米6公寓,2016/1/15
宝安,兴达华府1栋,2016/1/15
福田,振业翠海花园一期B区,2016/1/15
南山,阳光里雅居,2016/1/15
福田,香蜜天宝物华家园,2016/1/15
福田,三建宿舍28栋（原1#单身楼B1栋),2016/1/15
福田,振业翠海花园C2栋,2016/1/15
福田,振业翠海花园C2栋,2016/1/15
福田,职工住宅（龙溪花园）27栋,2016/1/15
福田,振业翠海花园C4栋,2016/1/15
南山,太古城花园（南区）,2016/1/15
福田,职工住宅（龙溪花园）27栋,2016/1/15
南山,海阔天空雅居B栋,2016/1/15
南山,中信红树湾花城15栋,2016/1/15
南山,红树西岸花园1栋,2016/1/15
南山,御景东方花园2号楼,2016/1/15
福田,民华大厦,2016/1/15
南山,诺德假日花园5号楼,2016/1/15
南山,栖游家园5号楼,2016/1/15
福田,振业翠海花园C2栋,2016/1/15
福田,黄埔雅苑翠悠园3A-6栋,2016/1/15
南山,美墅蓝山家园A栋,2016/1/15
南山,中海阳光玫瑰园4栋,2016/1/15
南山,诺德假日花园9号楼,2016/1/15
宝安,深业*新岸线10栋,2016/1/15
南山,金麒麟花园E栋,2016/1/15
南山,厚德品园B栋,2016/1/15
南山,诺德假日花园9号楼,2016/1/15
福田,彩田村11栋,2016/1/15
南山,海韵嘉园韵泓苑3栋,2016/1/15
福田,益田合正佳园西座,2016/1/15
福田,缔馨园A栋,2016/1/15
福田,景秀年华家园D栋,2016/1/15
福田,缔梦园三期A座,2016/1/15
南山,南油南海大厦,2016/1/15
福田,时尚新天地名苑主楼,2016/1/15
福田,时尚新天地名苑主楼,2016/1/15
福田,四季山水花园二期1栋,2016/1/15
罗湖,沁芳名苑A栋,2016/1/15
福田,桑达雅苑,2016/1/15
福田,馨庭苑二期Ⅱ栋,2016/1/15
福田,金海湾花园7栋,2016/1/15
南山,半岛城邦花园二期6栋,2016/1/15
南山,半岛城邦花园二期6栋,2016/1/15
南山,海景花园海韵阁,2016/1/15
宝安,尚都花园2栋,2016/1/15
宝安,高发西岸花园3栋,2016/1/15
福田,天健阳光华苑,2016/1/15
南山,海琴苑2栋,2016/1/15
南山,城市印象家园1栋,2016/1/15
南山,阳光棕榈园（三期）28栋,2016/1/15
罗湖,鸿翔花园1栋A座,2016/1/15
福田,中城天邑花园3座,2016/1/15
福田,桑达大厦,2016/1/15
福田,宏浩花园,2016/1/15
宝安,幸福海岸1栋,2016/1/15
福田,桑达大厦,2016/1/15
福田,建业大厦,2016/1/15
宝安,菁英趣庭1栋,2016/1/15
南山,翠薇园住宅楼16栋,2016/1/15
宝安,阳光海湾花园3栋,2016/1/15
罗湖,凤凰印象花园,2016/1/15
宝安,金泓凯旋城5栋,2016/1/15
龙岗,嘉御豪园3栋,2016/1/15
福田,桐林公寓,2016/1/15
福田,皇御苑C区A地块18栋,2016/1/15
南山,雷圳碧榕湾海景花园4栋,2016/1/15
南山,瑞景阁,2016/1/15
罗湖,东方颐园,2016/1/15
福田,翰岭花园7栋,2016/1/15
福田,花好园A-1座,2016/1/15
南山,阳光花地苑C座,2016/1/15
宝安,花乡家园,2016/1/15
南山,前海豪苑,2016/1/15
宝安,碧海富通城7栋,2016/1/15
南山,金海岸大厦,2016/1/15
福田,御河堤花园,2016/1/15
南山,晶品居B座,2016/1/15
福田,五洲星苑B栋,2016/1/15
福田,皇庭世纪花园9号楼,2016/1/15
罗湖,东方颐园,2016/1/15
福田,绿景新苑3栋,2016/1/15
福田,鸿景湾名苑,2016/1/15
福田,鸿景湾名苑,2016/1/15
宝安,水榭春天花园（三期）8-12#楼,2016/1/15
福田,嘉洲豪园A3栋,2016/1/15
宝安,勤诚达和园6#楼,2016/1/15
宝安,富通*好旺角1栋,2016/1/15
南山,德尚世家花园4栋,2016/1/15
宝安,阳光海湾花园6栋,2016/1/15
宝安,阳光海湾花园6栋,2016/1/15
南山,世纪假日广场D座,2016/1/15
宝安,海语西湾花园1栋,2016/1/15
福田,景田西03栋,2016/1/15
罗湖,缤纷时代家园B栋,2016/1/15
福田,玮鹏花园2号楼,2016/1/15
南山,汇景花园,2016/1/15
宝安,阳光海湾花园2栋,2016/1/15
宝安,润恒尚园7栋,2016/1/15
福田,绿景新苑2栋,2016/1/15
罗湖,嘉宝田花园(二期)宝富阁(J),2016/1/15
福田,宣嘉华庭嘉俊轩,2016/1/15
罗湖,新天地名居B栋,2016/1/15
罗湖,嘉湖新都春天阁,2016/1/15
宝安,花乡家园,2016/1/15
宝安,公馆一八六六花园（南区）2栋,2016/1/15
福田,蓝湾半岛社区B栋,2016/1/15
宝安,莱蒙春天花园（A818-0444）1栋,2016/1/15
福田,花好园C座,2016/1/15
罗湖,今日家园明青轩,2016/1/15
宝安,湾上六座花园7栋,2016/1/15
宝安,宝安海滨广场(三期)1栋,2016/1/15
龙岗,十二橡树庄园（二期）C组团C3号楼,2016/1/15
福田,福田花园1栋,2016/1/15
罗湖,嘉湖新都洪湖阁,2016/1/15
罗湖,田苑新村住宅楼201栋,2016/1/15
罗湖,田苑新村住宅楼201栋,2016/1/15
宝安,金地上塘道花园9栋,2016/1/15
宝安,水榭春天花园（三期）8-12#楼,2016/1/15
南山,前海花园40栋,2016/1/15
福田,市政生活区32栋,2016/1/15
宝安,白金时代公寓1栋,2016/1/15
宝安,中航天逸花园A栋,2016/1/15
福田,嘉洲豪园B1栋,2016/1/15
福田,福兴花园A栋,2016/1/15
龙岗,四季花城桂花苑3栋,2016/1/15
福田,桐林公寓,2016/1/15
南山,首地容御花园1栋,2016/1/15
福田,皇御苑A区1-4栋,2016/1/15
福田,益田名园珍珠阁(第三栋),2016/1/15
宝安,花乡家园,2016/1/15
宝安,碧海富通城13栋,2016/1/15
福田,星河雅居,2016/1/15
罗湖,翠竹苑64栋,2016/1/15
福田,名科馨阁,2016/1/15
罗湖,彩世界家园5栋,2016/1/15
南山,汇景花园,2016/1/15
龙岗,月朗苑5栋,2016/1/15
福田,祥云天都世纪大厦,2016/1/15
福田,城市主场公寓B座,2016/1/15
龙岗,桂芳园六期26栋,2016/1/15
罗湖,东悦名轩C座,2016/1/15
宝安,书香门第上河坊广场2栋,2016/1/15
宝安,冠城世家6栋,2016/1/15
宝安,鸿景园2栋,2016/1/15
宝安,书香门第上河坊广场1栋,2016/1/15
罗湖,鹏兴花园8栋,2016/1/15
福田,汇港名苑,2016/1/15
龙岗,月朗苑5栋,2016/1/15
南山,宝珠花园12栋翠忆轩,2016/1/15
罗湖,锦上花家园B栋,2016/1/15
罗湖,东悦名轩B座,2016/1/15
罗湖,东悦名轩B座,2016/1/15
福田,瑞昌大厦A座,2016/1/15
宝安,潜龙*鑫茂花园A区3栋,2016/1/15
宝安,泰华*俊庭(1栋),2016/1/15
宝安,泰华*俊庭(1栋),2016/1/15
龙岗,可园一期2号楼,2016/1/15
龙岗,奥林华府3号楼,2016/1/15
宝安,里仁府1栋,2016/1/15
宝安,金地上塘道花园1栋,2016/1/15
福田,庆福园,2016/1/15
福田,城市主场公寓B座,2016/1/15
福田,嘉洲豪园B1栋,2016/1/15
宝安,招商果岭花园6栋,2016/1/15
宝安,御景湾花园2栋,2016/1/15
罗湖,航天晴山月名园2栋,2016/1/15
宝安,御景湾花园2栋,2016/1/15
龙岗,慢城四期1栋,2016/1/15
宝安,公馆一八六六花园（南区）2栋,2016/1/15
福田,御景华城花园5栋,2016/1/15
南山,众冠花园众泰B座,2016/1/15
宝安,世纪春城（8号地块）1栋,2016/1/15
龙岗,万科城(一期)A区2号楼,2016/1/15
福田,凯丰花园C栋,2016/1/15
龙岗,万科城四期M区47号楼,2016/1/15
罗湖,锦上花家园B栋,2016/1/15
宝安,中商花园B栋,2016/1/15
罗湖,泰和花园3栋,2016/1/15
福田,金地海景花园16栋,2016/1/15
福田,庆福园,2016/1/15
福田,皇城广场皇舟苑,2016/1/15
福田,皇城广场皇舟苑,2016/1/15
南山,官龙名苑,2016/1/15
福田,旭飞花园A栋,2016/1/15
罗湖,太阳新城2栋,2016/1/15
宝安,黄金大厦1栋,2016/1/15
罗湖,置地逸轩A塔楼,2016/1/15
罗湖,雅馨居,2016/1/15
宝安,东华明珠园3栋,2016/1/15
南山,众冠花园众泰B座,2016/1/15
南山,南油南海大厦,2016/1/15
南山,汇宾广场汇明阁,2016/1/15
福田,银泰苑3号楼,2016/1/15
宝安,青年城邦园2栋,2016/1/15
罗湖,怡泰大厦B座,2016/1/15
宝安,花样年花郡家园,2016/1/15
宝安,金地上塘道花园1栋,2016/1/15
南山,蛇口统建一号楼,2016/1/15
龙岗,公园大地花园五期37栋,2016/1/15
龙岗,康达尔蝴蝶堡1栋,2016/1/15
福田,鹏盛年华公寓A栋,2016/1/15
南山,龙祥苑B栋,2016/1/15
宝安,金地梅陇镇花园19栋,2016/1/15
南山,海珠城海霞阁,2016/1/15
福田,红树家邻名苑听涛轩,2016/1/15
福田,建行宿舍第2栋,2016/1/15
罗湖,曦龙山庄2号楼（曦兰阁）,2016/1/15
盐田,万科东海岸社区美湖居201号楼,2016/1/15
宝安,桃源盛景园28栋,2016/1/15
龙岗,桂芳园(七期)29号楼,2016/1/15
龙岗,菁华园H栋,2016/1/15
福田,莲花北66栋,2016/1/15
罗湖,源兴居2栋,2016/1/15
罗湖,今日家园明青轩,2016/1/15
龙岗,康达尔蝴蝶堡2栋,2016/1/15
罗湖,锦绣大厦B栋,2016/1/15
龙岗,英郡年华花园二期8栋,2016/1/15
福田,时尚新天地名苑主楼,2016/1/15
宝安,世纪春城7栋,2016/1/15
宝安,东华明珠园1栋,2016/1/15
宝安,新华苑二期1号楼,2016/1/15
福田,金地海景花园16栋,2016/1/15
宝安,幸福枫景花园第2栋,2016/1/15
龙岗,公园大地花园七期25栋,2016/1/15
龙岗,信义假日名城逸翠园1号楼,2016/1/15
福田,帝港海湾豪园-城市3米6公寓,2016/1/15
罗湖,港莲村311栋,2016/1/15
罗湖,好年华大厦,2016/1/15
龙岗,星河时代花园B区B9栋,2016/1/15
龙岗,星河时代花园B区B9栋,2016/1/15
龙岗,星河时代花园B区B9栋,2016/1/15
南山,南油A区22栋,2016/1/15
龙岗,布吉中心花园,2016/1/15
宝安,新安湖花园新云轩,2016/1/15
南山,诺德假日花园9号楼,2016/1/15
宝安,桃源盛景园13栋,2016/1/15
宝安,兴达华府1栋,2016/1/15
福田,市航运总公司E型住宅,2016/1/15
罗湖,文华花园文华楼,2016/1/15
南山,中海阳光玫瑰园4栋,2016/1/15
罗湖,海丽大厦丽都阁,2016/1/15
宝安,兴达华府1栋,2016/1/15
罗湖,海丽大厦丽晶阁,2016/1/15
龙岗,桂芳园22#楼(瑞景居),2016/1/15
龙岗,阳光花园A3栋,2016/1/15
福田,园岭新村85栋,2016/1/15
宝安,春华四季园42栋,2016/1/15
罗湖,宝丽大厦1座,2016/1/15
龙岗,可园(七期)18号楼,2016/1/15
福田,鹏益花园6栋,2016/1/15
南山,创世纪滨海花园1座,2016/1/15
宝安,潜龙花园十栋,2016/1/15
宝安,桃源居14区1栋,2016/1/15
宝安,招商澜园2#,2016/1/15
宝安,桃源居13区2栋,2016/1/15
龙岗,中加名园8栋,2016/1/15
宝安,御景湾花园2栋,2016/1/15
龙岗,大世纪水山缘一期7栋,2016/1/15
龙岗,公园大地花园七期25栋,2016/1/15
龙岗,金洲嘉丽园10栋,2016/1/15
宝安,富盈门花园B栋,2016/1/15
罗湖,龙园苑,2016/1/15
龙岗,首创八意府6栋,2016/1/15
宝安,金庸阁B栋,2016/1/15
盐田,泊郡雅苑,2016/1/15
福田,宣嘉华庭嘉俊轩,2016/1/15
罗湖,松泉公寓1栋,2016/1/15
罗湖,金盾花园A栋,2016/1/15
宝安,世外桃源2栋,2016/1/15
龙岗,阳光天健城9栋,2016/1/15
福田,旭飞花园A2栋,2016/1/15
宝安,丽景城8栋,2016/1/15
罗湖,依仙湖居A栋,2016/1/15
罗湖,时尚新居1栋,2016/1/15
罗湖,东方.尊峪花园逸清阁,2016/1/15
罗湖,东湖大厦湖光阁,2016/1/15
龙岗,公园大地花园七期25栋,2016/1/15
宝安,鸿昌花园1栋,2016/1/15
宝安,福中福商业城（二期）C栋,2016/1/15
宝安,世外桃源1栋,2016/1/15
龙岗,阳光花园18栋,2016/1/15
龙岗,大都汇大厦,2016/1/15
宝安,美丽365第C2栋,2016/1/15
福田,竹盛花园（三期）C座,2016/1/15
福田,竹盛花园（三期）C座,2016/1/15
龙岗,阳光花园10栋,2016/1/15
宝安,金碧世家3栋,2016/1/15
龙岗,中城康桥花园E栋,2016/1/15
南山,向南西海花园D栋,2016/1/15
福田,星河雅居,2016/1/15
福田,星河雅居,2016/1/15
罗湖,大地花园东座,2016/1/15
福田,东方富苑富贵阁,2016/1/15
宝安,世纪春城7栋,2016/1/15
罗湖,南洋大厦B栋,2016/1/15
宝安,缤纷世界花园C4栋,2016/1/15
罗湖,东方都会大厦A座,2016/1/15
罗湖,松泉公寓2栋,2016/1/15
龙岗,中海康城花园C区18栋,2016/1/15
宝安,富民苑1栋,2016/1/15
宝安,富民苑1栋,2016/1/15
宝安,中航格澜花园12栋,2016/1/15
宝安,龙腾花园龙荣楼,2016/1/15
罗湖,大滩大厦,2016/1/15
